id,question,option_a,option_b,option_c,option_d,correct_option,explanation,topic,difficulty
848,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
849,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
850,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
851,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
852,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
853,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
854,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
855,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
856,Quel instrument mesure la pression atmosphérique ? (v170),Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
857,Combien y a-t-il de jours dans une année bissextile ? (v170),366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
858,Quel est l'organe principal de la respiration chez l'homme ? (v170),Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
859,Quelle langue est majoritairement parlée au Brésil ? (v170),Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
860,Qui a peint la 'Joconde' ? (v170),Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
861,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
862,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
863,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
864,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
865,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
866,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
867,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
868,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
869,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
870,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
871,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
872,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
873,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
874,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
875,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
876,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
877,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
878,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
879,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
880,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
881,Quel instrument mesure la pression atmosphérique ? (v175),Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
882,Combien y a-t-il de jours dans une année bissextile ? (v175),366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
883,Quel est l'organe principal de la respiration chez l'homme ? (v175),Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
884,Quelle langue est majoritairement parlée au Brésil ? (v175),Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
885,Qui a peint la 'Joconde' ? (v175),Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
886,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
887,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
888,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
889,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
890,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
891,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
892,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
893,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
894,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
895,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
896,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
897,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
898,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
899,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
900,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
901,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
902,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
903,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
904,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
905,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
906,Quel instrument mesure la pression atmosphérique ? (v180),Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
907,Combien y a-t-il de jours dans une année bissextile ? (v180),366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
908,Quel est l'organe principal de la respiration chez l'homme ? (v180),Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
909,Quelle langue est majoritairement parlée au Brésil ? (v180),Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
910,Qui a peint la 'Joconde' ? (v180),Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
911,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
912,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
913,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
914,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
915,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
916,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
917,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
918,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
919,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
920,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
921,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
922,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
923,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
924,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
925,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
926,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
927,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
928,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
929,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
930,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
931,Quel instrument mesure la pression atmosphérique ? (v185),Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
932,Combien y a-t-il de jours dans une année bissextile ? (v185),366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
933,Quel est l'organe principal de la respiration chez l'homme ? (v185),Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
934,Quelle langue est majoritairement parlée au Brésil ? (v185),Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
935,Qui a peint la 'Joconde' ? (v185),Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
936,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
937,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
938,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
939,Quelle langue est majoritairement parlée au Brésil ?,Portugais,Espagnol,Français,Anglais,A,Connaissance générale.,Culture générale - Divers,Facile
940,Qui a peint la 'Joconde' ?,Léonard de Vinci,Michel-Ange,Raphaël,Rembrandt,A,Connaissance générale.,Culture générale - Divers,Facile
941,Quel instrument mesure la pression atmosphérique ?,Baromètre,Thermomètre,Anémomètre,Hygromètre,A,Connaissance générale.,Culture générale - Divers,Facile
942,Combien y a-t-il de jours dans une année bissextile ?,366,365,364,360,A,Connaissance générale.,Culture générale - Divers,Facile
943,Quel est l'organe principal de la respiration chez l'homme ?,Poumons,Foie,Cœur,Rein,A,Connaissance générale.,Culture générale - Divers,Facile
